system,method,shots,computer,PDS 1,PDS 2,PDS 3,PDS 4,PDS 5
linear_4,mix,21504,qasm simulator,1.6106770833333337,-3.2264106262103676,-5.283837422842204,-6.21519082183897,-6.453892499846219
linear_4,mix,21504,qasm simulator,1.5885416666666672,-3.4652115072964986,-5.389713540032091,-6.275170878340239,-6.4567896180802835
linear_4,mix,21504,qasm simulator,1.6315104166666665,-3.297421583978468,-5.198476158960486,-6.2252789652743346,-6.455197138098457
linear_4,mix,21504,qasm simulator,1.5481770833333333,-2.8572291624603934,-4.6082739931107,-5.919796225917315,-6.4412301673949734
linear_4,mix,21504,qasm simulator,1.6471354166666665,-3.4241554432626695,-5.246668910972201,-6.253276460046973,-6.456618139001426
linear_4,mix,21504,qasm simulator,1.56640625,-3.5536550462231804,-5.418242317056174,-6.286606263501541,-6.457400444384962
linear_4,mix,21504,qasm simulator,1.600260416666667,-3.181469781760495,-5.243766407340633,-6.19849085882794,-6.453196707698234
linear_4,mix,21504,qasm simulator,1.5234375,-3.536621965852646,-5.269120777512633,-6.279723035160199,-6.457890092283651
linear_4,mix,21504,qasm simulator,1.5911458333333335,-3.557364295926241,-5.538699214938202,-6.299749598544986,-6.457600011065404
linear_4,mix,21504,qasm simulator,1.7096354166666667,-3.2858297351250956,-5.161171712297178,-6.224474690397626,-6.455394887617283
linear_4,mix,21504,qasm simulator,1.6588541666666667,-3.1590362537287078,-4.988521506111627,-6.158732630299368,-6.452451800564626
linear_4,mix,21504,qasm simulator,1.5885416666666665,-3.0673717920342813,-4.720395933560605,-6.029894336169074,-6.447936042815077
linear_4,mix,21504,qasm simulator,1.5989583333333333,-3.143461392653306,-5.039588296862724,-6.161141642252431,-6.452287456250636
linear_4,mix,21504,qasm simulator,1.5,-3.41453949930433,-5.081174977596478,-6.222269531224551,-6.455953769982317
linear_4,mix,21504,qasm simulator,1.6354166666666667,-3.5748537562274816,-5.496512764538702,-6.3053449798505135,-6.458569610903381
linear_4,mix,21504,qasm simulator,1.6197916666666665,-3.6151155224105276,-5.615156215687348,-6.3155162710489785,-6.458278734651671
linear_4,mix,21504,qasm simulator,1.5598958333333335,-3.3130770514861285,-4.85557155826839,-6.173275453269242,-6.454780778989674
linear_4,mix,21504,qasm simulator,1.6067708333333335,-3.188339758983004,-4.882136854083603,-6.140901350440174,-6.452898090863361
linear_4,mix,21504,qasm simulator,1.6523437499999998,-2.978708946243538,-5.051171723886972,-6.120747903467596,-6.449653581689267
linear_4,mix,21504,qasm simulator,1.684895833333333,-3.405695057954425,-5.380566867213998,-6.2777062071181176,-6.45700936443064
linear_4,mix,21504,qasm simulator,1.66015625,-3.434140543478792,-5.318362467370461,-6.265899475478664,-6.457278065655647
linear_4,mix,21504,qasm simulator,1.4921875000000004,-3.649592077336039,-5.3633870429958375,-6.290779869529507,-6.458013436150663
linear_4,mix,21504,qasm simulator,1.677083333333333,-3.4420920598019276,-5.156703866798156,-6.257637106865754,-6.457809147674682
linear_4,mix,21504,qasm simulator,1.5677083333333335,-3.150722461095115,-5.252811967747899,-6.198975453208952,-6.45289826671417
linear_4,mix,21504,qasm simulator,1.63671875,-2.9180155145451083,-4.578415301141106,-5.931462628025644,-6.44305179036823
linear_4,mix,21504,qasm simulator,1.6848958333333335,-3.477769978220588,-5.514765958766993,-6.289979055742547,-6.457175558739095
linear_4,mix,21504,qasm simulator,1.5716145833333333,-3.4738674929672864,-5.575798991550685,-6.292199043870859,-6.456755462450474
linear_4,mix,21504,qasm simulator,1.6562500000000004,-3.215584267352068,-5.321817795809478,-6.239931771758414,-6.455058810197159
linear_4,mix,21504,qasm simulator,1.6380208333333335,-3.3459781554051027,-5.359510632460376,-6.249540981912537,-6.4554599432761925
linear_4,mix,21504,qasm simulator,1.606770833333333,-3.0303154485883224,-4.752569142971689,-6.048425802309215,-6.4483844241679495
linear_4,mix,21504,qasm simulator,1.65234375,-3.504968352578766,-5.478278331934443,-6.290531608580666,-6.45747949432955
linear_4,mix,21504,qasm simulator,1.6341145833333335,-3.278303185433325,-5.093712486980069,-6.216103209538449,-6.454937413500441
linear_4,mix,21504,qasm simulator,1.44921875,-3.2921392232739146,-4.960418096599257,-6.188658757683883,-6.454089321500409
linear_4,mix,21504,qasm simulator,1.703125,-3.3440560778240935,-5.369408033431391,-6.259016166395199,-6.45632262764425
linear_4,mix,21504,qasm simulator,1.5325520833333335,-3.2641338264206485,-5.14862541162619,-6.19735377648678,-6.4536428501272525
linear_4,mix,21504,qasm simulator,1.5781250000000002,-3.1509168247752912,-4.903739842295386,-6.125458259050771,-6.451028490797284
linear_4,mix,21504,qasm simulator,1.62890625,-3.0240818561188765,-4.6268606339996,-6.034942729177555,-6.449821868920209
linear_4,mix,21504,qasm simulator,1.64453125,-3.3517703834884744,-5.167401312402165,-6.225591376891567,-6.455799122704626
linear_4,mix,21504,qasm simulator,1.6458333333333333,-3.6497328864478775,-5.695039239426306,-6.325337147459854,-6.458255043986967
linear_4,mix,21504,qasm simulator,1.677083333333333,-3.0590347043111312,-5.082534014033044,-6.146016462177201,-6.451153778013218
linear_4,mix,21504,qasm simulator,1.510416666666667,-3.259748422665037,-4.800370320826946,-6.12582984436728,-6.452336250002231
linear_4,mix,21504,qasm simulator,1.5273437499999998,-3.2757626293564455,-4.790584680194819,-6.113055075204986,-6.452070963380212
linear_4,mix,21504,qasm simulator,1.5338541666666665,-3.5648524952014964,-5.609563038314066,-6.303971775425143,-6.457429513926833
linear_4,mix,21504,qasm simulator,1.5234375,-3.4061907431505873,-5.306043375318023,-6.25429060395922,-6.456078017785086
linear_4,mix,21504,qasm simulator,1.6119791666666665,-3.424252073793052,-5.449189318781382,-6.276357617370586,-6.45671489911268
linear_4,mix,21504,qasm simulator,1.58984375,-2.5821693383892605,-4.040248749515417,-5.082335095661261,-6.387166697778664
linear_4,mix,21504,qasm simulator,1.53515625,-3.5970676612345525,-5.35222530526868,-6.275123379389026,-6.457445024444357
linear_4,mix,21504,qasm simulator,1.6119791666666665,-3.4858140209419193,-5.515264154184893,-6.294709315747688,-6.457148506636863
linear_4,mix,21504,qasm simulator,1.6119791666666667,-3.4001792689861703,-5.131478971128264,-6.229350405187909,-6.456238712939211
linear_4,mix,21504,qasm simulator,1.7161458333333333,-2.4467131328332075,-3.9435202796745914,-4.749422676074565,-6.350565091601929
linear_4,mix,21504,qasm simulator,1.5208333333333335,-3.160279619459902,-4.796407926422551,-6.098089132110701,-6.450336473327416
linear_4,mix,21504,qasm simulator,1.5911458333333335,-3.2456367991532393,-4.719633185782474,-6.146817738265474,-6.454631969554155
linear_4,mix,21504,qasm simulator,1.6093750000000002,-3.010526374238995,-4.614717581495492,-5.9824732598384704,-6.446308255922473
linear_4,mix,21504,qasm simulator,1.6770833333333337,-3.2726587420316213,-5.1941512896119075,-6.224874562668191,-6.454963879707762
linear_4,mix,21504,qasm simulator,1.4986979166666665,-3.6270465990701095,-5.315416245011974,-6.291839417846793,-6.458379943921564
linear_4,mix,21504,qasm simulator,1.5546875000000002,-3.5045816791032993,-5.282298371483813,-6.271565913884047,-6.457102549621402
linear_4,mix,21504,qasm simulator,1.6445312499999998,-3.5345457300037464,-5.473624347906576,-6.2942945022160925,-6.4576767401255015
linear_4,mix,21504,qasm simulator,1.4973958333333333,-3.4189367443722403,-5.189557349405314,-6.247187685494048,-6.456121024264962
linear_4,mix,21504,qasm simulator,1.5950520833333335,-3.0635127939319142,-4.885419039760263,-6.115054039687078,-6.450429182845674
linear_4,mix,21504,qasm simulator,1.59765625,-3.1111237327899457,-4.477411076252162,-6.002108883734138,-6.450503807173297
linear_4,mix,21504,qasm simulator,1.7955729166666665,-2.5800178271459604,-4.000352834447132,-4.954522193320416,-6.3930807987541725
linear_4,mix,21504,qasm simulator,1.6367187499999998,-3.2364558694254204,-5.037578415197432,-6.170479591592785,-6.453181342358568
linear_4,mix,21504,qasm simulator,1.5781250000000002,-3.2061006490600232,-5.038266867939205,-6.170456582988012,-6.452883498045469
linear_4,mix,21504,qasm simulator,1.546875,-3.1500216401415173,-5.093233304795438,-6.162053594805865,-6.451968536151255
linear_4,mix,21504,qasm simulator,1.6132812500000002,-3.0816797645214207,-5.09051985530865,-6.1718076202601235,-6.452638947264019
linear_4,mix,21504,qasm simulator,1.5651041666666672,-3.305935414580318,-4.862193357242949,-6.182132328845817,-6.455406378620046
linear_4,mix,21504,qasm simulator,1.6705729166666667,-3.1204586905267613,-5.120838026248306,-6.1742713767159625,-6.452266183284522
linear_4,mix,21504,qasm simulator,1.4830729166666665,-3.765289588795289,-5.387414458403843,-6.3264048686102345,-6.459558565635218
linear_4,mix,21504,qasm simulator,1.6666666666666667,-3.4170541840301047,-5.288208282615555,-6.2593420497104635,-6.456748921689281
linear_4,mix,21504,qasm simulator,1.5143229166666674,-3.5137651093735784,-5.3934562927622824,-6.277072095516852,-6.456953623377929
linear_4,mix,21504,qasm simulator,1.60546875,-3.1845947762388938,-5.21802814459188,-6.197349650149361,-6.453197860534107
linear_4,mix,21504,qasm simulator,1.5273437499999998,-3.4383233956458756,-5.065895334106722,-6.230591724735185,-6.455983483499306
linear_4,mix,21504,qasm simulator,1.5963541666666663,-3.021228195082326,-4.32573024487803,-5.848996630921664,-6.445743952340422
linear_4,mix,21504,qasm simulator,1.5338541666666665,-2.9507084869961266,-4.2922142512179935,-5.716242451286337,-6.434891448083169
linear_4,mix,21504,qasm simulator,1.6380208333333333,-3.0677112442759396,-4.801338486560892,-6.083139677524876,-6.4498961806766575
linear_4,mix,21504,qasm simulator,1.5989583333333335,-3.383196142198943,-4.951500676875449,-6.208957681039156,-6.455892299921418
linear_4,mix,21504,qasm simulator,1.5729166666666667,-3.224542589989281,-4.865939573111283,-6.141486541445586,-6.452547747342065
linear_4,mix,21504,qasm simulator,1.579427083333333,-3.305842152962561,-5.347863500684917,-6.250294335959053,-6.455259644699517
linear_4,mix,21504,qasm simulator,1.5794270833333337,-2.908938287910969,-4.718394970016922,-6.001288897521315,-6.4450051417365835
linear_4,mix,21504,qasm simulator,1.5976562500000007,-3.15511270802701,-4.836797027609418,-6.121954721087577,-6.4519121267619575
linear_4,mix,21504,qasm simulator,1.6484375,-3.120459381761764,-4.655232562113085,-6.05932914052066,-6.450154783790905
linear_4,mix,21504,qasm simulator,1.7799479166666667,-3.1228493910823576,-5.291121781834504,-6.2082917052299464,-6.453822068772986
linear_4,mix,21504,qasm simulator,1.66796875,-3.225961672065887,-5.070887601324939,-6.186276315273323,-6.454141600796187
linear_4,mix,21504,qasm simulator,1.5234375,-3.3687760825690902,-5.1849678507288655,-6.231388335099362,-6.455328621806749
linear_4,mix,21504,qasm simulator,1.5833333333333335,-3.2713425201769577,-5.053207284525589,-6.19177652977932,-6.454008070306616
linear_4,mix,21504,qasm simulator,1.62109375,-3.2164740305243487,-5.124247896998005,-6.191704148430844,-6.4534546410591
linear_4,mix,21504,qasm simulator,1.75,-3.2025418230356295,-5.0975632136491535,-6.217216152066045,-6.456575068464314
linear_4,mix,21504,qasm simulator,1.5677083333333335,-3.3163274994798924,-5.245131121323841,-6.22923789578034,-6.454809164400503
linear_4,mix,21504,qasm simulator,1.526041666666667,-3.460612445621467,-5.426054271995074,-6.268387122641983,-6.456334492474397
linear_4,mix,21504,qasm simulator,1.67578125,-3.4287874818419035,-5.2219334337235885,-6.2551377515331,-6.456844246592011
linear_4,mix,21504,qasm simulator,1.640625,-3.141138055120155,-5.0160705179500615,-6.136471963749479,-6.4515907401965435
linear_4,mix,21504,qasm simulator,1.6197916666666667,-3.3493573968613024,-5.5317307620828995,-6.274985539975857,-6.455815809816672
linear_4,mix,21504,qasm simulator,1.7044270833333335,-2.9866529172990313,-4.751133287539147,-6.049883014098176,-6.447737504276887
linear_4,mix,21504,qasm simulator,1.5768229166666667,-3.4551358977842215,-5.356259072293806,-6.274410109032965,-6.45670551685509
linear_4,mix,21504,qasm simulator,1.6627604166666665,-2.9413763222706786,-4.623616387896984,-5.975204449663556,-6.446208059896813
linear_4,mix,21504,qasm simulator,1.69140625,-3.2109452030070424,-4.849617926852591,-6.178421138837323,-6.456049145635012
linear_4,mix,21504,qasm simulator,1.627604166666667,-3.1101239095025015,-4.99992952724027,-6.149995509462869,-6.451597568888807
linear_4,mix,21504,qasm simulator,1.6835937499999996,-2.670645390539446,-4.262832459442677,-5.584883787353165,-6.425435288388094
linear_4,mix,21504,qasm simulator,1.5963541666666665,-3.2715994305958067,-5.271265776656798,-6.233404889134766,-6.45480594655711
linear_4,mix,21504,qasm simulator,1.5690104166666665,-3.645214204545333,-5.485194672031254,-6.306410174163698,-6.458250292138564
linear_4,mix,21504,qasm simulator,1.5221354166666665,-3.7252110402377525,-5.48281829993708,-6.312364072369476,-6.458653199776969
linear_4,mix,21504,qasm simulator,1.595052083333333,-3.118019543733155,-4.8834841198030325,-6.143028313141139,-6.452240744126074
linear_4,mix,21504,qasm simulator,1.5625000000000002,-3.558527152036709,-5.536190669701078,-6.297804708302321,-6.457405180557776
linear_4,mix,21504,qasm simulator,1.7539062500000002,-2.828596638824134,-5.0876817640484715,-6.137271194202206,-6.449971217139432
linear_4,mix,21504,qasm simulator,1.62109375,-2.9739868575455644,-4.764411822448114,-6.040598517118163,-6.447111357387715
linear_4,qwc,21504,qasm simulator,1.544921875,-3.6941962747137125,-5.466324106365386,-6.311643315576376,-6.458728155680657
linear_4,qwc,21504,qasm simulator,1.693359375,-3.7704988800094066,-5.414748893993977,-6.362045789488157,-6.464776726382341
linear_4,qwc,21504,qasm simulator,1.625,-3.4093168917063235,-5.251595448569214,-6.263775972374769,-6.456946793998887
linear_4,qwc,21504,qasm simulator,1.564453125,-3.1864672328125105,-5.088440700481772,-6.182290573052544,-6.4530385426434265
linear_4,qwc,21504,qasm simulator,1.560546875,-3.616858984987896,-5.1200401922611025,-6.302954286346361,-6.460207607895583
linear_4,qwc,21504,qasm simulator,1.58984375,-3.3886568955625047,-4.896448368799806,-6.197359966903191,-6.455802581667496
linear_4,qwc,21504,qasm simulator,1.435546875,-3.6096102064988296,-5.210673352864333,-6.280563363409719,-6.457927755807214
linear_4,qwc,21504,qasm simulator,1.560546875,-3.7042697155801267,-5.580796759053138,-6.326959015941808,-6.458944081466425
linear_4,qwc,21504,qasm simulator,1.70703125,-3.1680656630980883,-4.967838213905205,-6.199505956529395,-6.455276655278711
linear_4,qwc,21504,qasm simulator,1.607421875,-3.3898623307349203,-5.333960228745096,-6.2511562017728135,-6.455826574073505
linear_4,qwc,21504,qasm simulator,1.5859375,-3.3672224432383455,-5.156077841066617,-6.2329659964180255,-6.455749481379806
linear_4,qwc,21504,qasm simulator,1.783203125,-2.592561142119798,-3.700743496086195,-3.7185620063740816,-6.869222000845822
linear_4,qwc,21504,qasm simulator,1.607421875,-3.4726794590045356,-5.4826132718159695,-6.2864326114557505,-6.456866896930939
linear_4,qwc,21504,qasm simulator,1.689453125,-2.5543158500365353,-4.589682130273664,-5.826160319129184,-6.4335186329866865
linear_4,qwc,21504,qasm simulator,1.5859375,-3.369822929052198,-5.103061688003644,-6.2281765912046385,-6.45595327747265
linear_4,qwc,21504,qasm simulator,1.609375,-3.7164016451153348,-5.404783858512442,-6.326348606734248,-6.460278647894188
linear_4,qwc,21504,qasm simulator,1.7109375,-2.655488465413593,-4.524060515967777,-5.811101417219501,-6.434654518462223
linear_4,qwc,21504,qasm simulator,1.513671875,-3.4625556296965683,-5.242104562400993,-6.249297443038962,-6.45623767909899
linear_4,qwc,21504,qasm simulator,1.736328125,-3.0747770843095332,-4.9940847277975,-6.156797053352742,-6.452737018441231
linear_4,qwc,21504,qasm simulator,1.6328125,-3.30866514243804,-4.9485779211277094,-6.191247296369898,-6.455394990264198
linear_4,qwc,21504,qasm simulator,1.55859375,-3.436927248176377,-5.32488591043185,-6.257778923866482,-6.456314887295013
linear_4,qwc,21504,qasm simulator,1.576171875,-3.3793087525273733,-5.390314162567876,-6.258489919892412,-6.4557927073271575
linear_4,qwc,21504,qasm simulator,1.748046875,-3.1384518190287407,-5.144906846206197,-6.1833563853621385,-6.453110136049174
linear_4,qwc,21504,qasm simulator,1.59765625,-2.987575394816094,-4.447755491587253,-5.882568109628222,-6.4431373442598145
linear_4,qwc,21504,qasm simulator,1.560546875,-3.120545492816507,-4.871072543968475,-6.096304119863721,-6.449908387025401
linear_4,qwc,21504,qasm simulator,1.529296875,-3.2168507913843682,-5.026296632552418,-6.170213232818153,-6.452794226229171
linear_4,qwc,21504,qasm simulator,1.517578125,-3.3827020692455116,-5.063817125361706,-6.202516432144376,-6.454729207925202
linear_4,qwc,21504,qasm simulator,1.654296875,-2.900669394885087,-4.434429653906086,-5.851438520347259,-6.440341425779053
linear_4,qwc,21504,qasm simulator,1.6328125,-2.66494890839035,-4.251836443012598,-5.546737811728169,-6.420789631306777
linear_4,qwc,21504,qasm simulator,1.494140625,-3.4819704714212496,-5.0739785041138195,-6.242527058330152,-6.456635596427063
linear_4,qwc,21504,qasm simulator,1.71875,-3.627039828512891,-5.564233038297411,-6.324788678275324,-6.459997872551879
linear_4,qwc,21504,qasm simulator,1.6015625,-3.2771862869576136,-4.808054636020982,-6.182663413916262,-6.455759458486047
linear_4,qwc,21504,qasm simulator,1.619140625,-3.5411750624860883,-5.26429761817524,-6.294204007848155,-6.459411278981007
linear_4,qwc,21504,qasm simulator,1.615234375,-2.994808814300943,-4.905098566376521,-6.082567002046609,-6.448610978183035
linear_4,qwc,21504,qasm simulator,1.498046875,-3.7419120270019404,-5.4426553896842,-6.316876267450825,-6.459040243362363
linear_4,qwc,21504,qasm simulator,1.587890625,-3.538101497752652,-5.450096238174268,-6.290006447953049,-6.457651917050242
linear_4,qwc,21504,qasm simulator,1.56640625,-3.6729662620017707,-5.588575457917152,-6.320668881041754,-6.458630415991216
linear_4,qwc,21504,qasm simulator,1.63671875,-3.1670263769080784,-4.846211178376171,-6.123646019200338,-6.451676295455501
linear_4,qwc,21504,qasm simulator,1.580078125,-3.289783251717109,-5.033302872324359,-6.192642355891384,-6.454187372605105
linear_4,qwc,21504,qasm simulator,1.703125,-3.18355460735487,-5.3587225108822985,-6.233302479926442,-6.454411536129797
linear_4,qwc,21504,qasm simulator,1.544921875,-3.162045659977893,-4.76075109924356,-6.0934910317696644,-6.450501885944556
linear_4,qwc,21504,qasm simulator,1.595703125,-3.4379533822234736,-5.251213958987368,-6.258973075165738,-6.456614248163335
linear_4,qwc,21504,qasm simulator,1.56640625,-3.3999698105885865,-5.338356262086409,-6.24990226472303,-6.455784989751031
linear_4,qwc,21504,qasm simulator,1.62109375,-3.134189254726326,-4.970290731931966,-6.1438745343395755,-6.451553004041473
linear_4,qwc,21504,qasm simulator,1.552734375,-3.2740532745802837,-5.201247111121381,-6.22023251615167,-6.454421990930658
linear_4,qwc,21504,qasm simulator,1.595703125,-3.5183193821078325,-5.343283934175953,-6.283433265926518,-6.4577418850891775
linear_4,qwc,21504,qasm simulator,1.556640625,-3.4013889976098195,-5.393679431723557,-6.261728071348589,-6.455930387551411
linear_4,qwc,21504,qasm simulator,1.537109375,-3.4408708357841644,-5.312046869178055,-6.270743075069124,-6.456798240156205
linear_4,qwc,21504,qasm simulator,1.68359375,-3.1696286054379046,-5.19160933942517,-6.207817113744608,-6.4540475517928755
linear_4,qwc,21504,qasm simulator,1.5703125,-2.827911504462765,-4.780128618291232,-6.00434737661068,-6.443902284974273
linear_4,qwc,21504,qasm simulator,1.658203125,-3.449721709622787,-5.339656082807415,-6.28492234689622,-6.458395543746816
linear_4,qwc,21504,qasm simulator,1.435546875,-3.431092169389329,-5.224854436877974,-6.241723784778847,-6.455639400430334
linear_4,qwc,21504,qasm simulator,1.576171875,-2.9308029906187896,-4.432112060099291,-5.829738241911682,-6.438876296765635
linear_4,qwc,21504,qasm simulator,1.630859375,-3.1705318578960697,-5.121218969529303,-6.183413742311135,-6.453064933428285
linear_4,qwc,21504,qasm simulator,1.51171875,-3.4338992720558985,-5.088604800781693,-6.231421986620733,-6.4561014135641415
linear_4,qwc,21504,qasm simulator,1.673828125,-3.2658299147864143,-5.124933761691626,-6.196072530482665,-6.454497330628877
linear_4,qwc,21504,qasm simulator,1.4375,-3.6005637786922535,-5.113176417287296,-6.263103105843847,-6.457656716618095
linear_4,qwc,21504,qasm simulator,1.55859375,-3.208174248765941,-5.137905624327307,-6.200697078460198,-6.453519963932134
linear_4,qwc,21504,qasm simulator,1.5625,-3.623086838612383,-5.5363354554674995,-6.3092571010403,-6.458107190799192
linear_4,qwc,21504,qasm simulator,1.556640625,-3.5080091263556725,-5.410309259060665,-6.279569213000666,-6.457003796859929
linear_4,qwc,21504,qasm simulator,1.658203125,-2.9346125186141854,-4.778355743796873,-6.047556491928792,-6.44720813570588
linear_4,qwc,21504,qasm simulator,1.623046875,-2.767389819121586,-4.414660615788012,-5.757895638596655,-6.433218709940742
linear_4,qwc,21504,qasm simulator,1.669921875,-3.312933044650726,-5.243380783000037,-6.233454122118595,-6.455417814812054
linear_4,qwc,21504,qasm simulator,1.48828125,-3.4006932460952477,-5.096408409912728,-6.215299511026305,-6.455350081687543
linear_4,qwc,21504,qasm simulator,1.6015625,-2.99778878481849,-4.6878770419447875,-6.030952303103939,-6.447427366852152
linear_4,qwc,21504,qasm simulator,1.619140625,-3.508232964927794,-5.3304687852765,-6.278779526859123,-6.457788603984976
linear_4,qwc,21504,qasm simulator,1.51953125,-3.377205654465731,-4.961748338493129,-6.220048136092339,-6.455889482138289
linear_4,qwc,21504,qasm simulator,1.537109375,-3.2662874542074705,-5.196698712892438,-6.206662617979632,-6.453942860268807
linear_4,qwc,21504,qasm simulator,1.740234375,-2.484322529627113,-3.850672668918712,-4.32826693083067,-6.277991847865176
linear_4,qwc,21504,qasm simulator,1.609375,-3.587103138023313,-5.481446388515895,-6.3023787525482255,-6.457998371132205
linear_4,qwc,21504,qasm simulator,1.658203125,-2.6302387132657326,-4.521546363607617,-5.790759648512674,-6.432989236543101
linear_4,qwc,21504,qasm simulator,1.515625,-3.5296054113809734,-5.260345231767792,-6.272860755560238,-6.457456623212934
linear_4,qwc,21504,qasm simulator,1.662109375,-3.91428107008072,-5.656024769990506,-6.351447837124912,-6.460418960739508
linear_4,qwc,21504,qasm simulator,1.703125,-3.7196877831092894,-5.538612471898757,-6.335522474295467,-6.4608661610205615
linear_4,qwc,21504,qasm simulator,1.66015625,-3.330709397487559,-5.223897339671272,-6.236777538735787,-6.455832027246985
linear_4,qwc,21504,qasm simulator,1.58203125,-3.4349970354862296,-5.08922425616438,-6.236181717369773,-6.45638329867569
linear_4,qwc,21504,qasm simulator,1.611328125,-3.496808857769786,-5.427951332632647,-6.2874818430318,-6.457569372664909
linear_4,qwc,21504,qasm simulator,1.673828125,-3.1530408349008603,-4.994152510196047,-6.163092594557801,-6.45297167392873
linear_4,qwc,21504,qasm simulator,1.689453125,-2.801650406854097,-4.402885397246468,-5.792506979959368,-6.437458941552153
linear_4,qwc,21504,qasm simulator,1.640625,-3.2882291581950867,-5.001148351620426,-6.201452216241808,-6.455360209645624
linear_4,qwc,21504,qasm simulator,1.56640625,-3.139584559435279,-4.860767233744935,-6.12098973279369,-6.450982633451824
linear_4,qwc,21504,qasm simulator,1.59375,-2.945739335012816,-4.385356186892805,-5.817042623387232,-6.439534640764716
linear_4,qwc,21504,qasm simulator,1.580078125,-3.1179625202624424,-4.807187080133002,-6.0814134200148615,-6.450142690532055
linear_4,qwc,21504,qasm simulator,1.5625,-3.3965922696617312,-4.881796718829088,-6.208479710282378,-6.456753909650439
linear_4,qwc,21504,qasm simulator,1.701171875,-3.0414690816272385,-4.829046804380647,-6.094726769617011,-6.450535631555558
linear_4,qwc,21504,qasm simulator,1.541015625,-3.683898863720269,-5.474735975767983,-6.31077652679474,-6.45872009126721
linear_4,qwc,21504,qasm simulator,1.712890625,-2.7317345041204124,-4.085667624948346,-5.2934144035854676,-6.415893144147157
linear_4,qwc,21504,qasm simulator,1.65234375,-3.6155250159224175,-5.746950791794658,-6.332524593960388,-6.458291485227088
linear_4,qwc,21504,qasm simulator,1.74609375,-2.7845939161864353,-4.878903016839257,-6.05533448932275,-6.446369569652539
linear_4,qwc,21504,qasm simulator,1.68359375,-3.143716349388836,-4.92052796514113,-6.133867153295367,-6.452204125335286
linear_4,qwc,21504,qasm simulator,1.640625,-3.452122841242123,-5.4079995201566975,-6.280071017594151,-6.457090932297604
linear_4,qwc,21504,qasm simulator,1.546875,-3.7063529473966996,-5.376323859939177,-6.3223666814832296,-6.459302068521611
linear_4,qwc,21504,qasm simulator,1.556640625,-2.577479398395462,-4.332808603370301,-5.609936948680854,-6.422145726757717
linear_4,qwc,21504,qasm simulator,1.484375,-3.4835536739679593,-5.082752136141869,-6.243297657646291,-6.457118204018059
linear_4,qwc,21504,qasm simulator,1.53125,-3.576893332483243,-5.273084128262482,-6.271717790787972,-6.4574512988681345
linear_4,qwc,21504,qasm simulator,1.673828125,-3.1100273309847135,-4.7982883358831305,-6.093823309378222,-6.450490399660695
linear_4,qwc,21504,qasm simulator,1.580078125,-3.77444924515882,-5.434403908968644,-6.3246762620174515,-6.459519292074863
linear_4,qwc,21504,qasm simulator,1.689453125,-3.433925226493204,-5.2428971987584845,-6.266883746320268,-6.458034079220815
linear_4,qwc,21504,qasm simulator,1.708984375,-3.8861382757018315,-5.802216857824194,-6.358475338209473,-6.4601449434798415
linear_4,qwc,21504,qasm simulator,1.66796875,-3.3936897414012197,-5.351747818941547,-6.266215429177569,-6.456650878297741
linear_4,qwc,21504,qasm simulator,1.5,-3.899313797092111,-5.435562763558792,-6.343494369320533,-6.460950521634091
linear_4,qwc,21504,qasm simulator,1.404296875,-3.5578757430321732,-5.198260018875196,-6.276450265624674,-6.457219915136813
