system,method,shots,computer,PDS 1,PDS 2,PDS 3,PDS 4,PDS 5
linear_4,mix,21504,qasm simulator,1.822265625,-3.407241361525417,-5.608560066084287,-6.3430638946804745,-6.461801374177178
linear_4,mix,21504,qasm simulator,1.74609375,-3.143613220481813,-5.621599221461686,-6.306881398678582,-6.456930033701454
linear_4,mix,21504,qasm simulator,1.796875,-3.071602234065825,-5.444717821990645,-6.298431316023353,-6.4595337601389895
linear_4,mix,21504,qasm simulator,1.865234375,-3.543502004866733,-5.903650222731585,-6.374941082438456,-6.462213859329276
linear_4,mix,21504,qasm simulator,1.8046875,-3.1754383134953557,-5.642720600203662,-6.317810562545867,-6.458067809742027
linear_4,mix,21504,qasm simulator,1.919921875,-3.0696701830102864,-5.682727702994056,-6.324251174025138,-6.4604399190319945
linear_4,mix,21504,qasm simulator,1.796875,-3.1010327739379484,-5.83298684432261,-6.33792130163559,-6.458207685408728
linear_4,mix,21504,qasm simulator,1.904296875,-3.5111126487013045,-5.7462351968631475,-6.357132864088632,-6.462017705826229
linear_4,mix,21504,qasm simulator,1.892578125,-3.1028046479213223,-5.492113278672153,-6.303390451237265,-6.459887115598992
linear_4,mix,21504,qasm simulator,1.7734375,-3.2653895402640507,-5.3087502057948,-6.324885423903661,-6.463741387225575
linear_4,mix,21504,qasm simulator,1.814453125,-3.3310077355122467,-5.750990430074876,-6.337986742895861,-6.458757579229655
linear_4,mix,21504,qasm simulator,2.033203125,-2.9539600262536867,-6.376081093027316,-6.4674667387252756,-6.467616149107205
linear_4,mix,21504,qasm simulator,1.865234375,-2.9932338872261943,-5.369652220113711,-6.275601314494017,-6.459784783400246
linear_4,mix,21504,qasm simulator,1.908203125,-3.3980186331310755,-5.752232157101876,-6.363931363280926,-6.4624915654895725
linear_4,mix,21504,qasm simulator,1.7109375,-3.246198095654274,-5.381021533929921,-6.293292851028078,-6.457990029928297
linear_4,mix,21504,qasm simulator,1.953125,-2.7897852520093305,-5.648705036183955,-6.295886974685926,-6.456190651810969
linear_4,mix,21504,qasm simulator,1.89453125,-3.530205057922334,-5.793924598246845,-6.368439155374093,-6.462159622263801
linear_4,mix,21504,qasm simulator,1.8203125,-3.0711083985560963,-5.367133350105873,-6.288104249672969,-6.459522247930134
linear_4,mix,21504,qasm simulator,1.892578125,-2.7587545197130154,-5.418215328955571,-6.262054314814831,-6.456617424776002
linear_4,mix,21504,qasm simulator,1.958984375,-2.729062284444407,-5.895439988779266,-6.34071980297391,-6.455448422572604
linear_4,mix,21504,qasm simulator,1.8359375,-3.390090347899591,-5.83014144828973,-6.3511374465871295,-6.460772425542657
linear_4,mix,21504,qasm simulator,1.78515625,-3.0222616716325206,-5.783882489836294,-6.321709154245815,-6.456122585303074
linear_4,mix,21504,qasm simulator,1.869140625,-3.2934732015374717,-5.863176491874718,-6.347732846452894,-6.458591391245042
linear_4,mix,21504,qasm simulator,1.64453125,-3.486263585641035,-5.771533891733596,-6.347028331801036,-6.458570680093393
linear_4,mix,21504,qasm simulator,1.8046875,-3.287999441006144,-5.440233041090821,-6.329397558520598,-6.462459587633752
linear_4,mix,21504,qasm simulator,1.76171875,-3.505722487295778,-5.777173168879687,-6.352744069228148,-6.460894427692803
linear_4,mix,21504,qasm simulator,1.8125,-3.5935421809073125,-5.783665638499272,-6.383457478111097,-6.4644149430481255
linear_4,mix,21504,qasm simulator,1.689453125,-3.219268157027976,-5.236627347250074,-6.2660783713589,-6.457296729402785
linear_4,mix,21504,qasm simulator,1.908203125,-3.144078184259822,-5.27490724624617,-6.328243974246813,-6.4691545796714784
linear_4,mix,21504,qasm simulator,1.865234375,-3.6311411125287103,-5.951178114993249,-6.379443003608396,-6.462484657805847
linear_4,mix,21504,qasm simulator,1.845703125,-3.6770106723499634,-5.816937567440778,-6.385781041083909,-6.463971621380944
linear_4,mix,21504,qasm simulator,1.78125,-3.6186284198016008,-5.623639511642207,-6.368514423292872,-6.46443423436607
linear_4,mix,21504,qasm simulator,1.8046875,-3.3856874322938793,-5.667477959356595,-6.33816376452055,-6.4594421308744465
linear_4,mix,21504,qasm simulator,1.72265625,-2.994870050617127,-5.164643879581588,-6.219590302463343,-6.454399615701941
linear_4,mix,21504,qasm simulator,1.89453125,-2.937469694235977,-5.501971804952639,-6.278615739843101,-6.456792528437502
linear_4,mix,21504,qasm simulator,1.76171875,-3.485062460609675,-5.553735848986289,-6.335541954184329,-6.46011501213452
linear_4,mix,21504,qasm simulator,1.880859375,-2.602197585378283,-5.055898644609609,-6.143213340048007,-6.4502509239620665
linear_4,mix,21504,qasm simulator,1.9453125,-3.565171383737274,-5.792639486076061,-6.364967226182304,-6.462678001579905
linear_4,mix,21504,qasm simulator,1.791015625,-3.674723638235691,-5.823238928094819,-6.37760374438929,-6.463185655515835
linear_4,mix,21504,qasm simulator,1.908203125,-3.4052848967174874,-5.803637815975705,-6.359915101425637,-6.463251953668696
linear_4,mix,21504,qasm simulator,1.818359375,-3.0035034358127564,-5.357139824444955,-6.270249718302706,-6.456639141014974
linear_4,mix,21504,qasm simulator,1.798828125,-2.7646292422962366,-5.128323491894234,-6.180805180262295,-6.452271679384802
linear_4,mix,21504,qasm simulator,1.947265625,-3.1790519143565357,-5.606347155640275,-6.345125506363833,-6.466380132459369
linear_4,mix,21504,qasm simulator,1.775390625,-3.7339681286379713,-5.763850449893337,-6.3798327093201035,-6.462876530497794
linear_4,mix,21504,qasm simulator,1.740234375,-2.8290196779091232,-5.160840023040431,-6.186044185989195,-6.45241751748455
linear_4,mix,21504,qasm simulator,1.791015625,-3.3624093899608822,-5.614820207473134,-6.341107755994424,-6.46124958766856
linear_4,mix,21504,qasm simulator,1.8671875,-3.1728498153936813,-6.039465858247529,-6.376626365345268,-6.458453804346092
linear_4,mix,21504,qasm simulator,1.80078125,-3.7828971866839805,-5.855396532023663,-6.389193892202373,-6.463307559885518
linear_4,mix,21504,qasm simulator,1.712890625,-3.28318231726692,-5.525796741069753,-6.3061672537080735,-6.457679507367411
linear_4,mix,21504,qasm simulator,1.974609375,-3.3563492361532816,-6.428532941630675,-6.481977378211496,-6.442993078383594
linear_4,qwc,21504,qasm simulator,1.8203125,-3.1480214755609857,-5.639795620744588,-6.311337234713675,-6.45845799742551
linear_4,qwc,21504,qasm simulator,1.80859375,-3.4013566181405523,-5.52983578346123,-6.334497764986792,-6.461582015105401
linear_4,qwc,21504,qasm simulator,1.775390625,-3.038847039369152,-5.415279301832241,-6.277225513506128,-6.457044702478163
linear_4,qwc,21504,qasm simulator,1.884765625,-2.4435051416652227,-4.676601194864742,-5.982100756806904,-6.446413447281497
linear_4,qwc,21504,qasm simulator,1.939453125,-3.3856497278076474,-6.053141396343111,-6.379708740150747,-6.459813075600838
linear_4,qwc,21504,qasm simulator,1.970703125,-2.8866448585664015,-5.8789993920826085,-6.338640811752615,-6.458129189937335
linear_4,qwc,21504,qasm simulator,1.91796875,-2.904578485008942,-5.607084667478494,-6.300286274065499,-6.459772334802574
linear_4,qwc,21504,qasm simulator,1.9453125,-2.5942748065732872,-5.19656903492421,-6.185518868456253,-6.452569580271417
linear_4,qwc,21504,qasm simulator,2.05078125,-2.9921618278411897,-6.149980756404373,-6.390418846854022,-6.462344598409484
linear_4,qwc,21504,qasm simulator,1.912109375,-3.3859171664012333,-5.796610980376421,-6.364724562432822,-6.465167081099254
linear_4,qwc,21504,qasm simulator,1.759765625,-3.3293719828240183,-5.642647233790659,-6.331404603333196,-6.45902830135202
linear_4,qwc,21504,qasm simulator,1.814453125,-3.3572065046343305,-5.678832097779823,-6.328098837829764,-6.458526372535744
linear_4,qwc,21504,qasm simulator,1.927734375,-2.705351047321386,-5.165510883107912,-6.214750338272392,-6.461195215689687
linear_4,qwc,21504,qasm simulator,1.919921875,-3.3418914464163456,-5.670157119033897,-6.350867313791187,-6.463659768131885
linear_4,qwc,21504,qasm simulator,1.791015625,-3.7475902859480317,-5.907472413469305,-6.380800884741796,-6.4621320911159
linear_4,qwc,21504,qasm simulator,1.90234375,-2.891287596308144,-5.548545434934577,-6.285799356649421,-6.45768671626774
linear_4,qwc,21504,qasm simulator,1.814453125,-2.956072641797033,-5.291112699501628,-6.259376263109123,-6.4582319163844035
linear_4,qwc,21504,qasm simulator,1.826171875,-3.2241583654211947,-5.234642242510139,-6.315994032686298,-6.4644591951419965
linear_4,qwc,21504,qasm simulator,1.775390625,-3.300033391688245,-5.356079563624032,-6.318794885395268,-6.460959205218614
linear_4,qwc,21504,qasm simulator,1.76171875,-2.7442187416928503,-4.880627602557521,-6.109327332821504,-6.449788676350993
linear_4,qwc,21504,qasm simulator,1.73046875,-3.626933703925239,-5.727479347931652,-6.35645712358964,-6.461633420928429
linear_4,qwc,21504,qasm simulator,1.927734375,-3.649483995166956,-6.2178564577766515,-6.40960313608578,-6.46305676092328
linear_4,qwc,21504,qasm simulator,1.912109375,-3.302757543446889,-5.876198726905235,-6.355700254195606,-6.460729655840068
linear_4,qwc,21504,qasm simulator,1.669921875,-3.3068238135383203,-5.124443226002253,-6.287087178408797,-6.461389117088863
linear_4,qwc,21504,qasm simulator,1.74609375,-3.0564240751923033,-5.330152766959273,-6.266104363496842,-6.457146798012939
linear_4,qwc,21504,qasm simulator,1.9140625,-2.804813734401017,-5.196118607989062,-6.248461564393066,-6.463144398860882
linear_4,qwc,21504,qasm simulator,1.818359375,-3.092195776280389,-5.175954648029603,-6.269965088795498,-6.459081081588982
linear_4,qwc,21504,qasm simulator,1.833984375,-2.959392488737133,-5.208798721575702,-6.237521073872166,-6.456650915242182
linear_4,qwc,21504,qasm simulator,1.763671875,-3.8341166539573637,-5.882324955196605,-6.3891686140797415,-6.463827694175425
linear_4,qwc,21504,qasm simulator,1.7734375,-3.6038539634352604,-5.535335808330409,-6.377052672384005,-6.4652311405492435
linear_4,qwc,21504,qasm simulator,1.90625,-2.7946875505033404,-5.615044533890673,-6.291753532305948,-6.4563777396486195
linear_4,qwc,21504,qasm simulator,1.76953125,-3.6568677864482773,-5.836590864757532,-6.371119460914535,-6.461781965638158
linear_4,qwc,21504,qasm simulator,1.94921875,-2.969868377529437,-5.694713213680324,-6.3258096945570665,-6.461401178086511
linear_4,qwc,21504,qasm simulator,1.9765625,-2.191201176950356,-6.051759859434087,-6.38176494602971,-6.455336227121636
linear_4,qwc,21504,qasm simulator,1.962890625,-3.6557922622350527,-5.843123993072385,-6.409300472072712,-6.471020303504138
linear_4,qwc,21504,qasm simulator,1.7890625,-3.116194579521125,-5.8548744453467805,-6.343861760457026,-6.456948965226245
linear_4,qwc,21504,qasm simulator,1.681640625,-4.035509141381855,-5.870471161022554,-6.394371434984307,-6.462080366314014
linear_4,qwc,21504,qasm simulator,1.806640625,-3.6785975430606364,-5.802634312084079,-6.378184820590263,-6.463426431360667
linear_4,qwc,21504,qasm simulator,1.724609375,-2.863307978432705,-5.01417563247266,-6.167013926923547,-6.452164711495335
linear_4,qwc,21504,qasm simulator,1.712890625,-3.9633220066908397,-5.741593956158585,-6.401279290624642,-6.465351483453331
linear_4,qwc,21504,qasm simulator,1.791015625,-3.2448221518514555,-5.497346723964039,-6.305315840500548,-6.458453149483828
linear_4,qwc,21504,qasm simulator,1.736328125,-3.3727080752459773,-5.656516618830465,-6.3327373572438255,-6.458525424524975
linear_4,qwc,21504,qasm simulator,1.859375,-2.9786963528038215,-5.348017917912894,-6.281536285087011,-6.459602789773422
linear_4,qwc,21504,qasm simulator,1.896484375,-3.6286784783820103,-5.896978494572551,-6.372723998840014,-6.461551268517793
linear_4,qwc,21504,qasm simulator,1.765625,-3.15199167488193,-5.367563718915088,-6.278734022124515,-6.457292801857561
linear_4,qwc,21504,qasm simulator,1.89453125,-2.600456281304559,-5.096757725872094,-6.17440641830451,-6.454062110565198
linear_4,qwc,21504,qasm simulator,1.791015625,-2.9169947863053665,-5.269659799593061,-6.2330528813450865,-6.455741070450426
linear_4,qwc,21504,qasm simulator,1.7734375,-3.738799834692955,-5.807778375439436,-6.379512028328491,-6.462968617221426
linear_4,qwc,21504,qasm simulator,1.77734375,-3.6398158045986357,-5.887883621862125,-6.368679559393566,-6.46148131907988
linear_4,qwc,21504,qasm simulator,1.81640625,-3.2544127117063697,-5.812055986509696,-6.346006358514646,-6.458775285962492
linear_4,qwc,21504,qasm simulator,1.86328125,-3.21591175534472,-5.626854261254863,-6.320783286955615,-6.458975302958473
linear_4,qwc,21504,qasm simulator,1.845703125,-2.9344971279044825,-5.444706961678118,-6.263866679331892,-6.455834071618654
linear_4,qwc,21504,qasm simulator,1.826171875,-3.601601289899852,-5.467513402687006,-6.382402490840903,-6.468011916207869
linear_4,qwc,21504,qasm simulator,1.947265625,-3.3502216929887503,-5.55185352122502,-6.361800079203827,-6.469187797400247
linear_4,qwc,21504,qasm simulator,1.994140625,-2.7553592093168104,-5.797015868915,-6.320580713600457,-6.457969698996452
linear_4,qwc,21504,qasm simulator,1.8359375,-2.9533741078563613,-5.437660776584572,-6.273580211254641,-6.457200548795871
linear_4,qwc,21504,qasm simulator,1.92578125,-3.0980506500671896,-5.573002813729199,-6.330032118590612,-6.46336577845932
linear_4,qwc,21504,qasm simulator,1.888671875,-3.315594695827988,-5.722431333917302,-6.358108601982387,-6.464595505439252
linear_4,qwc,21504,qasm simulator,1.8828125,-3.047971116869802,-5.254487757578536,-6.273173510601921,-6.462049449412463
linear_4,qwc,21504,qasm simulator,1.771484375,-3.063953696853318,-5.346834728087523,-6.2738949120672665,-6.457249387059452
linear_4,qwc,21504,qasm simulator,1.833984375,-3.218058782511544,-5.570774841118688,-6.316084781463948,-6.4594744184617365
linear_4,qwc,21504,qasm simulator,1.85546875,-2.868543117428799,-5.110891948276282,-6.220341125521344,-6.458058366502476
linear_4,qwc,21504,qasm simulator,1.84765625,-3.2223940949181915,-5.805068676364557,-6.341114411479387,-6.459305352767194
linear_4,qwc,21504,qasm simulator,1.92578125,-2.9782574491289453,-5.816916886595976,-6.337026080417466,-6.458091520733618
linear_4,qwc,21504,qasm simulator,1.912109375,-2.8716318611330327,-5.672807952771,-6.3093673039447715,-6.459463683786501
linear_4,qwc,21504,qasm simulator,1.90234375,-2.7072797786650393,-5.245838831863498,-6.216070040033636,-6.455360851577855
linear_4,qwc,21504,qasm simulator,1.845703125,-3.047965883028946,-5.33000235402898,-6.293765862243031,-6.460408340217187
linear_4,qwc,21504,qasm simulator,1.845703125,-3.1631494190443425,-5.517001452774534,-6.306520754278912,-6.459505222490502
linear_4,qwc,21504,qasm simulator,1.80859375,-3.3536661434303494,-5.582975668255365,-6.33664224695739,-6.461439087719599
linear_4,qwc,21504,qasm simulator,1.625,-3.663324009602235,-5.485651189582317,-6.364951659817951,-6.462954108879888
linear_4,qwc,21504,qasm simulator,1.859375,-3.3520602360180045,-5.626336008989073,-6.367552742970977,-6.465878795214912
linear_4,qwc,21504,qasm simulator,1.759765625,-3.3525494567873,-5.4721468491197705,-6.336222429149261,-6.463791593694369
linear_4,qwc,21504,qasm simulator,1.833984375,-3.9608736112323033,-6.058709791244987,-6.403587569991493,-6.4631265390365655
linear_4,qwc,21504,qasm simulator,1.73828125,-3.2820863138500784,-5.1979759872189355,-6.296693681950856,-6.4602353420320515
linear_4,qwc,21504,qasm simulator,1.875,-3.657898170294176,-6.02390770789113,-6.383408079116213,-6.4605556654915635
linear_4,qwc,21504,qasm simulator,1.859375,-3.5893537912275018,-5.695035189845909,-6.385688526221506,-6.466575143352598
linear_4,qwc,21504,qasm simulator,1.818359375,-3.149782754242612,-5.51657943804405,-6.321790646550056,-6.462635759269668
linear_4,qwc,21504,qasm simulator,1.79296875,-3.3406988824639336,-5.745958119235766,-6.338638386206503,-6.4585761500732675
linear_4,qwc,21504,qasm simulator,1.84375,-2.799381556265578,-5.285821787723721,-6.23005451787621,-6.454299819870817
linear_4,qwc,21504,qasm simulator,1.705078125,-3.450726552087744,-5.321767521348372,-6.327848273265079,-6.4614579352182115
linear_4,qwc,21504,qasm simulator,1.896484375,-3.1156457966796913,-5.676540724756499,-6.319818647938881,-6.458210385748907
linear_4,qwc,21504,qasm simulator,1.76953125,-3.4273872657044007,-5.727169301988582,-6.343558100847557,-6.459682615917195
linear_4,qwc,21504,qasm simulator,1.6796875,-2.876608797438621,-5.117774383070432,-6.18902376372624,-6.452198512261047
linear_4,qwc,21504,qasm simulator,1.732421875,-3.125006610420409,-5.123359604167345,-6.274479157371912,-6.460440924268853
linear_4,qwc,21504,qasm simulator,1.81640625,-3.5590732849914213,-5.703957481232839,-6.362941825319827,-6.4621426204719885
linear_4,qwc,21504,qasm simulator,1.865234375,-3.636740712129796,-5.816744634952242,-6.384810723675821,-6.46467314609186
linear_4,qwc,21504,qasm simulator,1.8203125,-2.5040217748750853,-5.029927633045278,-6.11651774780591,-6.446688495311331
linear_4,qwc,21504,qasm simulator,1.703125,-3.672340701209389,-5.3812327394079915,-6.398540580727362,-6.4708715296073915
linear_4,qwc,21504,qasm simulator,1.78125,-3.5263630815549596,-5.482894270343751,-6.367121538644274,-6.465965418903867
linear_4,qwc,21504,qasm simulator,1.908203125,-3.1845293669223804,-5.564882601307247,-6.329617340176762,-6.4635450003219495
linear_4,qwc,21504,qasm simulator,1.8515625,-3.4257940871123114,-5.536637073706859,-6.342904877663408,-6.463138633327404
linear_4,qwc,21504,qasm simulator,1.78515625,-2.8861274678825954,-4.719725540424726,-6.146171782539769,-6.461312658486014
linear_4,qwc,21504,qasm simulator,1.83984375,-3.293105278048572,-5.775738106294345,-6.352215395550662,-6.462423355606912
linear_4,qwc,21504,qasm simulator,1.9375,-2.551621772727785,-5.37250196279507,-6.2235599863179765,-6.45473687991473
linear_4,qwc,21504,qasm simulator,1.962890625,-2.9811561568564207,-5.667626320468518,-6.322569481010559,-6.462090498335922
linear_4,qwc,21504,qasm simulator,1.720703125,-3.5941582295747825,-5.381942603543752,-6.389890826174804,-6.469203204352921
linear_4,qwc,21504,qasm simulator,1.783203125,-3.081822913780974,-5.291755857350422,-6.263927507680758,-6.457596122102027
linear_4,qwc,21504,qasm simulator,1.892578125,-2.968779383414879,-5.336126697241542,-6.294704103969723,-6.463330180290917
linear_4,qwc,21504,qasm simulator,1.7890625,-3.662297174940318,-5.897674091579474,-6.371838960394432,-6.460681070214088
linear_4,qwc,21504,qasm simulator,1.798828125,-3.003021097765771,-5.303703127009513,-6.260586018795768,-6.456438804219958
linear_4,qwc,21504,qasm simulator,1.720703125,-3.760779676678835,-5.658533038664364,-6.383526890398875,-6.4641016151377535
linear_4,qwc,21504,qasm simulator,1.9765625,-2.190058384392325,-5.138362391039628,-6.124501150980356,-6.452077740413627
linear_4,qwc,21504,qasm simulator,1.685546875,-2.5623708770085267,-4.562284026828442,-5.891676419388022,-6.438193285749602
linear_4,qwc,21504,qasm simulator,1.830078125,-2.9749783337652214,-5.417308277426894,-6.266932678643011,-6.456684084992083
linear_4,qwc,21504,qasm simulator,1.787109375,-2.913102950050543,-5.162967418776833,-6.227521788293103,-6.45650809271817
linear_4,qwc,21504,qasm simulator,1.740234375,-3.2863228309010997,-5.473097230290653,-6.306028811601641,-6.457937101391585
linear_4,qwc,21504,qasm simulator,1.90234375,-3.672894104300544,-6.146043516703644,-6.400699350358133,-6.461394354635728
